,Job Title,Salary Estimate,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,Employer_provided,min_salary,max_salary,avg_salary,company_txt,job_state,age
501,"Data Scientist II, Cardiology",$104K - $137K (Glassdoor est.),3.9,"UT Southwestern
3.9","Dallas, TX",10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),0,0,104.0,137.0,120.5,"UT Southwestern
", TX,80
502,Data Scientist,$102K - $141K (Glassdoor est.),4.4,"OneMagnify
4.4","Detroit, MI",201 to 500 Employees,1967,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,0,0,102.0,141.0,121.5,"OneMagnify
", MI,56
503,Data Scientist Co-Op - Masters Degree - Fall 2023,Employer Provided Salary:$31.00 - $37.00 Per Hour,4.3,"Torc Robotics
4.3","Austin, TX",501 to 1000 Employees,2007,Company - Private,Software Development,Information Technology,$25 to $100 million (USD),1,1,31.0,37.0,34.0,"Torc Robotics
", TX,16
504,Data Scientist,Employer Provided Salary:$61K - $147K,3.9,"PayPal
3.9","San Jose, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,1,61.0,147.0,104.0,"PayPal
", CA,25
505,"Data Scientist, Mid",Employer Provided Salary:$73K - $166K,4.2,"Booz Allen Hamilton
4.2","Washington, DC",10000+ Employees,1914,Company - Public,Business Consulting,Management & Consulting,$5 to $10 billion (USD),0,1,73.0,166.0,119.5,"Booz Allen Hamilton
", DC,109
506,Supervisory Statistician (Data Scientist) - Direct Hire,Employer Provided Salary:$132K - $172K,3.7,"US Office of Inspector General
3.7","Washington, DC",1001 to 5000 Employees,-1,Government,National Agencies,Government & Public Administration,Less than $1 million (USD),0,1,132.0,172.0,152.0,"US Office of Inspector General
", DC,-1
507,Data Scientist (All Levels),Employer Provided Salary:$84K - $147K,4.4,"Noblis
4.4","Reston, VA",1001 to 5000 Employees,1996,Nonprofit Organization,Business Consulting,Management & Consulting,$100 to $500 million (USD),0,1,84.0,147.0,115.5,"Noblis
", VA,27
508,Data Scientist - l,Employer Provided Salary:$50K - $65K,-1.0,JARB Management Inc,"Clearwater, FL",#N/A,-1,#N/A,#N/A,#N/A,#N/A,0,1,50.0,65.0,57.5,JARB Management Inc, FL,-1
509,Data Scientist I,$96K - $133K (Glassdoor est.),4.1,"Navy Federal Credit Union
4.1","Vienna, VA",10000+ Employees,1933,Self-employed,Banking & Lending,Financial Services,Unknown / Non-Applicable,0,0,96.0,133.0,114.5,"Navy Federal Credit Union
", VA,90
510,Sr Data Scientist-AI/ML (remote),Employer Provided Salary:$110K - $159K,3.7,"MultiPlan Inc.
3.7",Remote,1001 to 5000 Employees,1980,Company - Public,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,0,1,110.0,159.0,134.5,"MultiPlan Inc.
",remote,43
511,Data Scientist/Statistician,$119K - $172K (Glassdoor est.),4.0,"University of California San Francisco
4.0","San Francisco, CA",10000+ Employees,1864,College / University,Colleges & Universities,Education,$25 to $100 million (USD),0,0,119.0,172.0,145.5,"University of California San Francisco
", CA,159
512,Data Scientist,Employer Provided Salary:$82K - $167K,3.9,"Charles Schwab
3.9","San Francisco, CA",10000+ Employees,1973,Company - Public,Investment & Asset Management,Financial Services,$10+ billion (USD),0,1,82.0,167.0,124.5,"Charles Schwab
", CA,50
513,Sr. Data Scientist,Employer Provided Salary:$93K - $147K,3.6,"TARGET
3.6","Minneapolis, MN",10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),0,1,93.0,147.0,120.0,"TARGET
", MN,61
514,Data Scientist Advisor,$91K - $126K (Glassdoor est.),4.0,"FedEx Services
4.0","Collierville, TN",10000+ Employees,2000,Company - Public,Taxi & Car Services,Transportation & Logistics,$1 to $5 million (USD),0,0,91.0,126.0,108.5,"FedEx Services
", TN,23
515,Data Scientist - 300269,$93K - $126K (Glassdoor est.),4.1,"Grainger
4.1","Lake Forest, IL",10000+ Employees,1927,Company - Public,Wholesale,Retail & Wholesale,$10+ billion (USD),0,0,93.0,126.0,109.5,"Grainger
", IL,96
516,Associate Data Scientist,Employer Provided Salary:$65K - $131K,4.0,"Tencent
4.0","Palo Alto, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,1,65.0,131.0,98.0,"Tencent
", CA,25
517,Junior Data Scientist,Employer Provided Salary:$55K - $60K,3.9,"Augray
3.9","Brookfield, WI",51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,1,55.0,60.0,57.5,"Augray
", WI,9
518,Data Scientist/Statistician,$119K - $172K (Glassdoor est.),4.0,"University of California San Francisco
4.0","San Francisco, CA",10000+ Employees,1864,College / University,Colleges & Universities,Education,$25 to $100 million (USD),0,0,119.0,172.0,145.5,"University of California San Francisco
", CA,159
519,Data Scientist - All Levels,$82K - $126K (Glassdoor est.),-1.0,Silver Edge,"Chantilly, VA",201 to 500 Employees,-1,Company - Private,#N/A,#N/A,Unknown / Non-Applicable,0,0,82.0,126.0,104.0,Silver Edge, VA,-1
520,Data Scientist I,Employer Provided Salary:$95K,3.4,"VirginPulse
3.4",Remote,501 to 1000 Employees,2004,Company - Private,Computer Hardware Development,Information Technology,$100 to $500 million (USD),0,1,95.0,95.0,95.0,"VirginPulse
",remote,19
521,Data Scientist - l,Employer Provided Salary:$50K - $65K,-1.0,JARB Management Inc,"Clearwater, FL",#N/A,-1,#N/A,#N/A,#N/A,#N/A,0,1,50.0,65.0,57.5,JARB Management Inc, FL,-1
522,Data Scientist I,$96K - $133K (Glassdoor est.),4.1,"Navy Federal Credit Union
4.1","Vienna, VA",10000+ Employees,1933,Self-employed,Banking & Lending,Financial Services,Unknown / Non-Applicable,0,0,96.0,133.0,114.5,"Navy Federal Credit Union
", VA,90
523,"Data Scientist II, Cardiology",$104K - $137K (Glassdoor est.),3.9,"UT Southwestern
3.9","Dallas, TX",10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),0,0,104.0,137.0,120.5,"UT Southwestern
", TX,80
524,Data Scientist Advisor,$91K - $126K (Glassdoor est.),4.0,"FedEx Services
4.0","Collierville, TN",10000+ Employees,2000,Company - Public,Taxi & Car Services,Transportation & Logistics,$1 to $5 million (USD),0,0,91.0,126.0,108.5,"FedEx Services
", TN,23
525,Data Scientist Co-Op - Masters Degree - Fall 2023,Employer Provided Salary:$31.00 - $37.00 Per Hour,4.3,"Torc Robotics
4.3","Austin, TX",501 to 1000 Employees,2007,Company - Private,Software Development,Information Technology,$25 to $100 million (USD),1,1,31.0,37.0,34.0,"Torc Robotics
", TX,16
526,Data Scientist,Employer Provided Salary:$79K - $111K,4.0,"Veeco
4.0","San Jose, CA",1001 to 5000 Employees,1945,Company - Public,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),0,1,79.0,111.0,95.0,"Veeco
", CA,78
527,Data Scientist (All Levels),Employer Provided Salary:$84K - $147K,4.4,"Noblis
4.4","Reston, VA",1001 to 5000 Employees,1996,Nonprofit Organization,Business Consulting,Management & Consulting,$100 to $500 million (USD),0,1,84.0,147.0,115.5,"Noblis
", VA,27
528,Data Scientist,Employer Provided Salary:$61K - $147K,3.9,"PayPal
3.9","San Jose, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,1,61.0,147.0,104.0,"PayPal
", CA,25
529,Data Scientist,$102K - $141K (Glassdoor est.),4.4,"OneMagnify
4.4","Detroit, MI",201 to 500 Employees,1967,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,0,0,102.0,141.0,121.5,"OneMagnify
", MI,56
530,"Data Scientist, Mid",Employer Provided Salary:$73K - $166K,4.2,"Booz Allen Hamilton
4.2","Washington, DC",10000+ Employees,1914,Company - Public,Business Consulting,Management & Consulting,$5 to $10 billion (USD),0,1,73.0,166.0,119.5,"Booz Allen Hamilton
", DC,109
531,Data Scientist (REMOTE),Employer Provided Salary:$120K - $133K,3.8,"General Dynamics Mission Systems, Inc
3.8",Remote,10000+ Employees,1952,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$1 to $5 billion (USD),0,1,120.0,133.0,126.5,"General Dynamics Mission Systems, Inc
",remote,71
532,Sr. Data Scientist,$94K - $123K (Glassdoor est.),4.1,"General Mills
4.1","Minneapolis, MN",10000+ Employees,1866,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),0,0,94.0,123.0,108.5,"General Mills
", MN,157
533,Senior Product Data Scientist,$128K - $176K (Glassdoor est.),4.3,"Cash App
4.3","San Francisco, CA",1001 to 5000 Employees,2013,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,0,0,128.0,176.0,152.0,"Cash App
", CA,10
534,Sr. Data Scientist,Employer Provided Salary:$93K - $147K,3.6,"TARGET
3.6","Minneapolis, MN",10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),0,1,93.0,147.0,120.0,"TARGET
", MN,61
535,Junior Data Scientist,$81K - $113K (Glassdoor est.),2.9,"Soothsayer Analytics
2.9","Livonia, MI",Unknown,-1,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,0,81.0,113.0,97.0,"Soothsayer Analytics
", MI,-1
536,Data Scientist (Onsite),Employer Provided Salary:$26.20 - $51.39 Per Hour,3.9,"UCLA Health
3.9","Los Angeles, CA",5001 to 10000 Employees,1919,Company - Public,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,1,1,26.2,51.39,38.795,"UCLA Health
", CA,104
537,Sr Data Scientist,Employer Provided Salary:$160K - $241K,4.1,"f5
4.1","San Jose, CA",5001 to 10000 Employees,1996,Company - Public,Computer Hardware Development,Information Technology,$1 to $5 billion (USD),0,1,160.0,241.0,200.5,"f5
", CA,27
538,Associate Data Scientist,Employer Provided Salary:$65K - $131K,4.0,"Tencent
4.0","Palo Alto, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,1,65.0,131.0,98.0,"Tencent
", CA,25
539,Data Scientist - 300269,$93K - $126K (Glassdoor est.),4.1,"Grainger
4.1","Lake Forest, IL",10000+ Employees,1927,Company - Public,Wholesale,Retail & Wholesale,$10+ billion (USD),0,0,93.0,126.0,109.5,"Grainger
", IL,96
540,Junior Data Scientist,Employer Provided Salary:$55K - $60K,3.9,"Augray
3.9","Brookfield, WI",51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,1,55.0,60.0,57.5,"Augray
", WI,9
541,Data Scientist - All Levels,$82K - $126K (Glassdoor est.),-1.0,Silver Edge,"Chantilly, VA",201 to 500 Employees,-1,Company - Private,#N/A,#N/A,Unknown / Non-Applicable,0,0,82.0,126.0,104.0,Silver Edge, VA,-1
542,Data Scientist/Statistician,$119K - $172K (Glassdoor est.),4.0,"University of California San Francisco
4.0","San Francisco, CA",10000+ Employees,1864,College / University,Colleges & Universities,Education,$25 to $100 million (USD),0,0,119.0,172.0,145.5,"University of California San Francisco
", CA,159
543,Data Scientist I,Employer Provided Salary:$95K,3.4,"VirginPulse
3.4",Remote,501 to 1000 Employees,2004,Company - Private,Computer Hardware Development,Information Technology,$100 to $500 million (USD),0,1,95.0,95.0,95.0,"VirginPulse
",remote,19
544,Data Scientist - l,Employer Provided Salary:$50K - $65K,-1.0,JARB Management Inc,"Wesley Chapel, FL",#N/A,-1,#N/A,#N/A,#N/A,#N/A,0,1,50.0,65.0,57.5,JARB Management Inc, FL,-1
545,Data Scientist I,$96K - $133K (Glassdoor est.),4.1,"Navy Federal Credit Union
4.1","Vienna, VA",10000+ Employees,1933,Self-employed,Banking & Lending,Financial Services,Unknown / Non-Applicable,0,0,96.0,133.0,114.5,"Navy Federal Credit Union
", VA,90
546,Data Scientist Co-Op - Masters Degree - Fall 2023,Employer Provided Salary:$31.00 - $37.00 Per Hour,4.3,"Torc Robotics
4.3","Austin, TX",501 to 1000 Employees,2007,Company - Private,Software Development,Information Technology,$25 to $100 million (USD),1,1,31.0,37.0,34.0,"Torc Robotics
", TX,16
547,"Data Scientist II, Cardiology",$104K - $137K (Glassdoor est.),3.9,"UT Southwestern
3.9","Dallas, TX",10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),0,0,104.0,137.0,120.5,"UT Southwestern
", TX,80
548,Data Scientist Advisor,$91K - $126K (Glassdoor est.),4.0,"FedEx Services
4.0","Collierville, TN",10000+ Employees,2000,Company - Public,Taxi & Car Services,Transportation & Logistics,$1 to $5 million (USD),0,0,91.0,126.0,108.5,"FedEx Services
", TN,23
549,Data Scientist,Employer Provided Salary:$79K - $111K,4.0,"Veeco
4.0","San Jose, CA",1001 to 5000 Employees,1945,Company - Public,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),0,1,79.0,111.0,95.0,"Veeco
", CA,78
550,Data Scientist (All Levels),Employer Provided Salary:$84K - $147K,4.4,"Noblis
4.4","Reston, VA",1001 to 5000 Employees,1996,Nonprofit Organization,Business Consulting,Management & Consulting,$100 to $500 million (USD),0,1,84.0,147.0,115.5,"Noblis
", VA,27
551,Data Scientist,$102K - $141K (Glassdoor est.),4.4,"OneMagnify
4.4","Detroit, MI",201 to 500 Employees,1967,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,0,0,102.0,141.0,121.5,"OneMagnify
", MI,56
552,Data Scientist,Employer Provided Salary:$61K - $147K,3.9,"PayPal
3.9","San Jose, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,1,61.0,147.0,104.0,"PayPal
", CA,25
553,"Data Scientist, Mid",Employer Provided Salary:$73K - $166K,4.2,"Booz Allen Hamilton
4.2","Washington, DC",10000+ Employees,1914,Company - Public,Business Consulting,Management & Consulting,$5 to $10 billion (USD),0,1,73.0,166.0,119.5,"Booz Allen Hamilton
", DC,109
554,Data Scientist (REMOTE),Employer Provided Salary:$120K - $133K,3.8,"General Dynamics Mission Systems, Inc
3.8",Remote,10000+ Employees,1952,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$1 to $5 billion (USD),0,1,120.0,133.0,126.5,"General Dynamics Mission Systems, Inc
",remote,71
555,Senior Product Data Scientist,$128K - $176K (Glassdoor est.),4.3,"Cash App
4.3","San Francisco, CA",1001 to 5000 Employees,2013,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,0,0,128.0,176.0,152.0,"Cash App
", CA,10
556,Sr. Data Scientist,Employer Provided Salary:$93K - $147K,3.6,"TARGET
3.6","Minneapolis, MN",10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),0,1,93.0,147.0,120.0,"TARGET
", MN,61
557,Data Scientist (Onsite),Employer Provided Salary:$26.20 - $51.39 Per Hour,3.9,"UCLA Health
3.9","Los Angeles, CA",5001 to 10000 Employees,1919,Company - Public,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,1,1,26.2,51.39,38.795,"UCLA Health
", CA,104
558,Sr. Data Scientist,$94K - $123K (Glassdoor est.),4.1,"General Mills
4.1","Minneapolis, MN",10000+ Employees,1866,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),0,0,94.0,123.0,108.5,"General Mills
", MN,157
559,Sr Data Scientist,Employer Provided Salary:$160K - $241K,4.1,"f5
4.1","San Jose, CA",5001 to 10000 Employees,1996,Company - Public,Computer Hardware Development,Information Technology,$1 to $5 billion (USD),0,1,160.0,241.0,200.5,"f5
", CA,27
560,Junior Data Scientist,$81K - $113K (Glassdoor est.),2.9,"Soothsayer Analytics
2.9","Livonia, MI",Unknown,-1,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,0,81.0,113.0,97.0,"Soothsayer Analytics
", MI,-1
561,Associate Data Scientist,Employer Provided Salary:$65K - $131K,4.0,"Tencent
4.0","Palo Alto, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,1,65.0,131.0,98.0,"Tencent
", CA,25
562,Data Scientist - 300269,$93K - $126K (Glassdoor est.),4.1,"Grainger
4.1","Lake Forest, IL",10000+ Employees,1927,Company - Public,Wholesale,Retail & Wholesale,$10+ billion (USD),0,0,93.0,126.0,109.5,"Grainger
", IL,96
563,Junior Data Scientist,Employer Provided Salary:$55K - $60K,3.9,"Augray
3.9","Brookfield, WI",51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,1,55.0,60.0,57.5,"Augray
", WI,9
564,Data Scientist - All Levels,$82K - $126K (Glassdoor est.),-1.0,Silver Edge,"Chantilly, VA",201 to 500 Employees,-1,Company - Private,#N/A,#N/A,Unknown / Non-Applicable,0,0,82.0,126.0,104.0,Silver Edge, VA,-1
565,Data Scientist/Statistician,$119K - $172K (Glassdoor est.),4.0,"University of California San Francisco
4.0","San Francisco, CA",10000+ Employees,1864,College / University,Colleges & Universities,Education,$25 to $100 million (USD),0,0,119.0,172.0,145.5,"University of California San Francisco
", CA,159
566,Data Scientist Advisor,$91K - $126K (Glassdoor est.),4.0,"FedEx Services
4.0","Collierville, TN",10000+ Employees,2000,Company - Public,Taxi & Car Services,Transportation & Logistics,$1 to $5 million (USD),0,0,91.0,126.0,108.5,"FedEx Services
", TN,23
567,Data Scientist I,Employer Provided Salary:$95K,3.4,"VirginPulse
3.4",Remote,501 to 1000 Employees,2004,Company - Private,Computer Hardware Development,Information Technology,$100 to $500 million (USD),0,1,95.0,95.0,95.0,"VirginPulse
",remote,19
568,Data Scientist - l,Employer Provided Salary:$50K - $65K,-1.0,JARB Management Inc,"Clearwater, FL",#N/A,-1,#N/A,#N/A,#N/A,#N/A,0,1,50.0,65.0,57.5,JARB Management Inc, FL,-1
569,Data Scientist I,$96K - $133K (Glassdoor est.),4.1,"Navy Federal Credit Union
4.1","Vienna, VA",10000+ Employees,1933,Self-employed,Banking & Lending,Financial Services,Unknown / Non-Applicable,0,0,96.0,133.0,114.5,"Navy Federal Credit Union
", VA,90
570,"Data Scientist II, Cardiology",$104K - $137K (Glassdoor est.),3.9,"UT Southwestern
3.9","Dallas, TX",10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),0,0,104.0,137.0,120.5,"UT Southwestern
", TX,80
571,Data Scientist Co-Op - Masters Degree - Fall 2023,Employer Provided Salary:$31.00 - $37.00 Per Hour,4.3,"Torc Robotics
4.3","Austin, TX",501 to 1000 Employees,2007,Company - Private,Software Development,Information Technology,$25 to $100 million (USD),1,1,31.0,37.0,34.0,"Torc Robotics
", TX,16
572,"Data Scientist, Mid",Employer Provided Salary:$73K - $166K,4.2,"Booz Allen Hamilton
4.2","Washington, DC",10000+ Employees,1914,Company - Public,Business Consulting,Management & Consulting,$5 to $10 billion (USD),0,1,73.0,166.0,119.5,"Booz Allen Hamilton
", DC,109
573,Data Scientist,Employer Provided Salary:$79K - $111K,4.0,"Veeco
4.0","San Jose, CA",1001 to 5000 Employees,1945,Company - Public,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),0,1,79.0,111.0,95.0,"Veeco
", CA,78
574,Data Scientist (All Levels),Employer Provided Salary:$84K - $147K,4.4,"Noblis
4.4","Reston, VA",1001 to 5000 Employees,1996,Nonprofit Organization,Business Consulting,Management & Consulting,$100 to $500 million (USD),0,1,84.0,147.0,115.5,"Noblis
", VA,27
575,Data Scientist,$102K - $141K (Glassdoor est.),4.4,"OneMagnify
4.4","Detroit, MI",201 to 500 Employees,1967,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,0,0,102.0,141.0,121.5,"OneMagnify
", MI,56
576,Data Scientist,Employer Provided Salary:$61K - $147K,3.9,"PayPal
3.9","San Jose, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,1,61.0,147.0,104.0,"PayPal
", CA,25
577,Data Scientist (REMOTE),Employer Provided Salary:$120K - $133K,3.8,"General Dynamics Mission Systems, Inc
3.8",Remote,10000+ Employees,1952,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$1 to $5 billion (USD),0,1,120.0,133.0,126.5,"General Dynamics Mission Systems, Inc
",remote,71
578,Data Scientist (Onsite),Employer Provided Salary:$26.20 - $51.39 Per Hour,3.9,"UCLA Health
3.9","Los Angeles, CA",5001 to 10000 Employees,1919,Company - Public,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,1,1,26.2,51.39,38.795,"UCLA Health
", CA,104
579,Data Scientist,Employer Provided Salary:$116K - $151K,3.8,"U.S. Army Training and Doctrine Command
3.8","Fort Benning, GA",10000+ Employees,1775,Government,National Agencies,Government & Public Administration,Unknown / Non-Applicable,0,1,116.0,151.0,133.5,"U.S. Army Training and Doctrine Command
", GA,248
580,Senior Product Data Scientist,$128K - $176K (Glassdoor est.),4.3,"Cash App
4.3","San Francisco, CA",1001 to 5000 Employees,2013,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,0,0,128.0,176.0,152.0,"Cash App
", CA,10
581,Humanities Data Scientist,Employer Provided Salary:$112K - $172K,3.5,"US National Endowment for the Humanities
3.5","Washington, DC",1 to 50 Employees,-1,Nonprofit Organization,Grantmaking & Charitable Foundations,Nonprofit & NGO,$1 to $5 million (USD),0,1,112.0,172.0,142.0,"US National Endowment for the Humanities
", DC,-1
582,Sr. Data Scientist,Employer Provided Salary:$93K - $147K,3.6,"TARGET
3.6","Minneapolis, MN",10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),0,1,93.0,147.0,120.0,"TARGET
", MN,61
583,Data Scientist - 300269,$93K - $126K (Glassdoor est.),4.1,"Grainger
4.1","Lake Forest, IL",10000+ Employees,1927,Company - Public,Wholesale,Retail & Wholesale,$10+ billion (USD),0,0,93.0,126.0,109.5,"Grainger
", IL,96
584,Associate Data Scientist,Employer Provided Salary:$65K - $131K,4.0,"Tencent
4.0","Palo Alto, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,1,65.0,131.0,98.0,"Tencent
", CA,25
585,Junior Data Scientist,Employer Provided Salary:$55K - $60K,3.9,"Augray
3.9","Brookfield, WI",51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,1,55.0,60.0,57.5,"Augray
", WI,9
586,Data Scientist - All Levels,$82K - $126K (Glassdoor est.),-1.0,Silver Edge,"Chantilly, VA",201 to 500 Employees,-1,Company - Private,#N/A,#N/A,Unknown / Non-Applicable,0,0,82.0,126.0,104.0,Silver Edge, VA,-1
587,Data Scientist/Statistician,$119K - $172K (Glassdoor est.),4.0,"University of California San Francisco
4.0","San Francisco, CA",10000+ Employees,1864,College / University,Colleges & Universities,Education,$25 to $100 million (USD),0,0,119.0,172.0,145.5,"University of California San Francisco
", CA,159
588,Data Scientist Advisor,$91K - $126K (Glassdoor est.),4.0,"FedEx Services
4.0","Collierville, TN",10000+ Employees,2000,Company - Public,Taxi & Car Services,Transportation & Logistics,$1 to $5 million (USD),0,0,91.0,126.0,108.5,"FedEx Services
", TN,23
589,Data Scientist I,Employer Provided Salary:$95K,3.4,"VirginPulse
3.4",Remote,501 to 1000 Employees,2004,Company - Private,Computer Hardware Development,Information Technology,$100 to $500 million (USD),0,1,95.0,95.0,95.0,"VirginPulse
",remote,19
590,Data Scientist - l,Employer Provided Salary:$50K - $65K,-1.0,JARB Management Inc,"Clearwater, FL",#N/A,-1,#N/A,#N/A,#N/A,#N/A,0,1,50.0,65.0,57.5,JARB Management Inc, FL,-1
591,Data Scientist I,$96K - $133K (Glassdoor est.),4.1,"Navy Federal Credit Union
4.1","Vienna, VA",10000+ Employees,1933,Self-employed,Banking & Lending,Financial Services,Unknown / Non-Applicable,0,0,96.0,133.0,114.5,"Navy Federal Credit Union
", VA,90
592,"Data Scientist II, Cardiology",$104K - $137K (Glassdoor est.),3.9,"UT Southwestern
3.9","Dallas, TX",10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),0,0,104.0,137.0,120.5,"UT Southwestern
", TX,80
593,Data Scientist Co-Op - Masters Degree - Fall 2023,Employer Provided Salary:$31.00 - $37.00 Per Hour,4.3,"Torc Robotics
4.3","Austin, TX",501 to 1000 Employees,2007,Company - Private,Software Development,Information Technology,$25 to $100 million (USD),1,1,31.0,37.0,34.0,"Torc Robotics
", TX,16
594,"Data Scientist, Mid",Employer Provided Salary:$73K - $166K,4.2,"Booz Allen Hamilton
4.2","Washington, DC",10000+ Employees,1914,Company - Public,Business Consulting,Management & Consulting,$5 to $10 billion (USD),0,1,73.0,166.0,119.5,"Booz Allen Hamilton
", DC,109
